pk_thesis_id,fk_teacher_id,degree,normalized_no_coresearchers_attribute,related_major,pk_teacher_id,normalized_degrees_point_attribute,normalized_age_attribute,normalized_no_researches_attribute,normalized_no_awards_attribute
255,38,"ThSKH, KSCQ, KSTN, CTTT, KSCLC, HEDSPI",0.0,Khoa học Máy tính,38,0.5454545454545454,0.5121951219512195,0.08333333333333333,0.0
256,38,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,38,0.5454545454545454,0.5121951219512195,0.08333333333333333,0.0
257,38,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Kỹ thuật Máy tính,38,0.5454545454545454,0.5121951219512195,0.08333333333333333,0.0
258,38,"ThSKH, KSCQ, KSTN, CTTT, CNKH, CN, HEDSPI",0.0,Khoa học Máy tính,38,0.5454545454545454,0.5121951219512195,0.08333333333333333,0.0
259,38,"ThSKH, KSCQ, KSTN, CTTT, CNKH, CN, HEDSPI",0.0,Công nghệ Phần mềm,38,0.5454545454545454,0.5121951219512195,0.08333333333333333,0.0
260,39,"ThSKH, KSCQ, KSTN, CTTT, HEDSPI",0.0,Khoa học Máy tính,39,0.5454545454545454,0.7560975609756098,0.2777777777777778,0.625
261,39,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,39,0.5454545454545454,0.7560975609756098,0.2777777777777778,0.625
262,39,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.2727272727272727,Kỹ thuật Máy tính,39,0.5454545454545454,0.7560975609756098,0.2777777777777778,0.625
263,39,"KSCQ, KSTN, CTTT, HEDSPI",0.0,Khoa học Máy tính,39,0.5454545454545454,0.7560975609756098,0.2777777777777778,0.625
264,39,"KSCQ, KSTN, CTTT, HEDSPI",0.0,Khoa học Máy tính,39,0.5454545454545454,0.7560975609756098,0.2777777777777778,0.625
265,39,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.09090909090909091,Khoa học Máy tính,39,0.5454545454545454,0.7560975609756098,0.2777777777777778,0.625
266,39,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.2727272727272727,Khoa học Máy tính,39,0.5454545454545454,0.7560975609756098,0.2777777777777778,0.625
267,39,"ThSKH, KSCQ, KSTN, CTTT, HEDSPI",0.0,Khoa học Máy tính,39,0.5454545454545454,0.7560975609756098,0.2777777777777778,0.625
268,39,"KSCQ, KSTN, CTTT, HEDSPI",0.0,Kỹ thuật Máy tính,39,0.5454545454545454,0.7560975609756098,0.2777777777777778,0.625
269,40,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,40,0.5454545454545454,0.7073170731707317,0.0,0.125
270,40,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.18181818181818182,Khoa học Máy tính,40,0.5454545454545454,0.7073170731707317,0.0,0.125
271,40,"ThSKH, KSCQ, KSTN, CTTT, KSCLC, HEDSPI",0.0,Khoa học Máy tính,40,0.5454545454545454,0.7073170731707317,0.0,0.125
272,40,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,40,0.5454545454545454,0.7073170731707317,0.0,0.125
273,40,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.09090909090909091,Khoa học Máy tính,40,0.5454545454545454,0.7073170731707317,0.0,0.125
274,40,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,40,0.5454545454545454,0.7073170731707317,0.0,0.125
275,41,"KSCQ, KSTN, KSCLC",0.0,Khoa học Máy tính,41,0.4090909090909091,0.43902439024390244,0.3611111111111111,0.0
276,41,"ThSKH, KSCQ, KSTN, LATS, KSCLC, ThSKT",0.0,Khoa học Máy tính,41,0.4090909090909091,0.43902439024390244,0.3611111111111111,0.0
277,41,"ThSKH, KSCQ, KSTN, Viet-Phap, LATS, ThSKT, HEDSPI",0.0,Khoa học Máy tính,41,0.4090909090909091,0.43902439024390244,0.3611111111111111,0.0
278,41,"ThSKH, KSCQ, KSTN, Viet-Phap, KSCLC, ThSKT, HEDSPI",0.0,Khoa học Máy tính,41,0.4090909090909091,0.43902439024390244,0.3611111111111111,0.0
279,41,"ThSKH, KSCQ, KSTN, Viet-Phap, KSCLC, ThSKT, HEDSPI",0.0,Truyền thông và Mạng máy tính,41,0.4090909090909091,0.43902439024390244,0.3611111111111111,0.0
280,41,"ThSKH, KSCQ, KSTN, KSCLC, ThSKT",0.0,Khoa học Máy tính,41,0.4090909090909091,0.43902439024390244,0.3611111111111111,0.0
281,41,"ThSKH, CNKT, KSCQ, KSTN, CTTT",0.0,Khoa học Máy tính,41,0.4090909090909091,0.43902439024390244,0.3611111111111111,0.0
282,41,"ThSKH, KSCQ, Viet-Phap, HEDSPI",0.0,Khoa học Máy tính,41,0.4090909090909091,0.43902439024390244,0.3611111111111111,0.0
283,41,"KSCQ, Viet-Phap, HEDSPI",0.0,Khoa học Máy tính,41,0.4090909090909091,0.43902439024390244,0.3611111111111111,0.0
287,42,"CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, CN, HEDSPI",0.0,Truyền thông và Mạng máy tính,42,0.13636363636363635,0.7073170731707317,0.0,0.0
288,42,"CNKT, KSCQ, SIE, CNKH, KSCLC, CN, HEDSPI",0.0,Truyền thông và Mạng máy tính,42,0.13636363636363635,0.7073170731707317,0.0,0.0
289,42,"CNKT, KSCQ, SIE, KSTN, CNKH, KSCLC, CN, HEDSPI",0.0,Truyền thông và Mạng máy tính,42,0.13636363636363635,0.7073170731707317,0.0,0.0
290,42,"CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, KSCLC, CN, HEDSPI",0.0,Khoa học Máy tính,42,0.13636363636363635,0.7073170731707317,0.0,0.0
291,43,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Truyền thông và Mạng máy tính,43,0.13636363636363635,0.6585365853658537,0.08333333333333333,0.0
292,43,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.09090909090909091,Khoa học Máy tính,43,0.13636363636363635,0.6585365853658537,0.08333333333333333,0.0
293,43,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Truyền thông và Mạng máy tính,43,0.13636363636363635,0.6585365853658537,0.08333333333333333,0.0
294,44,"CNTH, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, HEDSPI",0.0,Khoa học Máy tính,44,0.13636363636363635,0.8292682926829268,0.08333333333333333,0.0
295,44,"CNTH, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, HEDSPI",0.0,Khoa học Máy tính,44,0.13636363636363635,0.8292682926829268,0.08333333333333333,0.0
296,44,"CNTH, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, HEDSPI",0.0,Khoa học Máy tính,44,0.13636363636363635,0.8292682926829268,0.08333333333333333,0.0
297,44,"CNTH, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, HEDSPI",0.0,Khoa học Máy tính,44,0.13636363636363635,0.8292682926829268,0.08333333333333333,0.0
298,44,"CNTH, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, CN, HEDSPI",0.0,Khoa học Máy tính,44,0.13636363636363635,0.8292682926829268,0.08333333333333333,0.0
299,44,"CNKT, CN",0.0,Kỹ thuật Máy tính,44,0.13636363636363635,0.8292682926829268,0.08333333333333333,0.0
300,45,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,45,0.5454545454545454,0.7560975609756098,0.2777777777777778,0.25
301,45,ThSKH,0.0,Kỹ thuật Máy tính,45,0.5454545454545454,0.7560975609756098,0.2777777777777778,0.25
302,45,KSCQ,0.0,Kỹ thuật Máy tính,45,0.5454545454545454,0.7560975609756098,0.2777777777777778,0.25
303,46,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,46,0.5454545454545454,0.6829268292682927,0.1388888888888889,0.0
304,46,"ThSKH, KSCQ, KSTN, CTTT, HEDSPI",0.0,Khoa học Máy tính,46,0.5454545454545454,0.6829268292682927,0.1388888888888889,0.0
305,46,,0.0,Khoa học Máy tính,46,0.5454545454545454,0.6829268292682927,0.1388888888888889,0.0
306,47,,0.0,Khoa học Máy tính,47,0.13636363636363635,0.7560975609756098,0.08333333333333333,0.0
307,47,,0.0,Khoa học Máy tính,47,0.13636363636363635,0.7560975609756098,0.08333333333333333,0.0
308,48,"ThSKH, CNTH, IPE, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,48,0.5454545454545454,0.7317073170731707,0.16666666666666666,0.0
309,48,"ThSKH, CNTH, IPE, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Truyền thông và Mạng máy tính,48,0.5454545454545454,0.7317073170731707,0.16666666666666666,0.0
310,48,"ThSKH, CNTH, IPE, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,48,0.5454545454545454,0.7317073170731707,0.16666666666666666,0.0
311,48,"ThSKH, CNTH, IPE, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Kỹ thuật Máy tính,48,0.5454545454545454,0.7317073170731707,0.16666666666666666,0.0
312,48,"ThSKH, CNTH, IPE, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,48,0.5454545454545454,0.7317073170731707,0.16666666666666666,0.0
313,48,"ThSKH, CNTH, IPE, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,48,0.5454545454545454,0.7317073170731707,0.16666666666666666,0.0
314,48,"ThSKH, CNTH, IPE, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,48,0.5454545454545454,0.7317073170731707,0.16666666666666666,0.0
315,48,"ThSKH, CNTH, IPE, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,48,0.5454545454545454,0.7317073170731707,0.16666666666666666,0.0
316,48,"ThSKH, CNTH, IPE, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,48,0.5454545454545454,0.7317073170731707,0.16666666666666666,0.0
317,48,"ThSKH, CNTH, IPE, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,48,0.5454545454545454,0.7317073170731707,0.16666666666666666,0.0
318,49,,0.0,Khoa học Máy tính,49,0.5454545454545454,0.5853658536585366,0.16666666666666666,0.0
319,49,,0.0,Khoa học Máy tính,49,0.5454545454545454,0.5853658536585366,0.16666666666666666,0.0
320,49,,0.0,Khoa học Máy tính,49,0.5454545454545454,0.5853658536585366,0.16666666666666666,0.0
321,49,,0.0,Khoa học Máy tính,49,0.5454545454545454,0.5853658536585366,0.16666666666666666,0.0
322,49,,1.0,Truyền thông và Mạng máy tính,49,0.5454545454545454,0.5853658536585366,0.16666666666666666,0.0
323,49,,0.0,Truyền thông và Mạng máy tính,49,0.5454545454545454,0.5853658536585366,0.16666666666666666,0.0
324,49,,0.0,Khoa học Máy tính,49,0.5454545454545454,0.5853658536585366,0.16666666666666666,0.0
325,49,,0.0,Khoa học Máy tính,49,0.5454545454545454,0.5853658536585366,0.16666666666666666,0.0
326,50,,0.0,Khoa học Máy tính,50,0.45454545454545453,0.36585365853658536,0.19444444444444445,0.0
327,50,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, HEDSPI",0.0,Khoa học Máy tính,50,0.45454545454545453,0.36585365853658536,0.19444444444444445,0.0
328,50,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, HEDSPI",0.0,Khoa học Máy tính,50,0.45454545454545453,0.36585365853658536,0.19444444444444445,0.0
329,50,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, KSCLC, CN, ThSKT, HEDSPI",0.0,Khoa học Máy tính,50,0.45454545454545453,0.36585365853658536,0.19444444444444445,0.0
330,50,"ThSKH, KSCQ, SIE, KSTN, CTTT, KSCLC, ThSKT, HEDSPI",0.0,Khoa học Máy tính,50,0.45454545454545453,0.36585365853658536,0.19444444444444445,0.0
331,50,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, KSCLC, CN, ThSKT, HEDSPI",0.0,Khoa học Máy tính,50,0.45454545454545453,0.36585365853658536,0.19444444444444445,0.0
332,50,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, HEDSPI",0.0,Kỹ thuật Máy tính,50,0.45454545454545453,0.36585365853658536,0.19444444444444445,0.0
333,50,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, KSCLC, CN, ThSKT, HEDSPI",0.09090909090909091,Công nghệ Phần mềm,50,0.45454545454545453,0.36585365853658536,0.19444444444444445,0.0
334,50,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,50,0.45454545454545453,0.36585365853658536,0.19444444444444445,0.0
335,50,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, HEDSPI",0.0,Khoa học Máy tính,50,0.45454545454545453,0.36585365853658536,0.19444444444444445,0.0
336,51,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,51,0.5454545454545454,0.3170731707317073,0.16666666666666666,0.0
337,51,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,51,0.5454545454545454,0.3170731707317073,0.16666666666666666,0.0
338,51,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,51,0.5454545454545454,0.3170731707317073,0.16666666666666666,0.0
339,51,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,51,0.5454545454545454,0.3170731707317073,0.16666666666666666,0.0
340,51,,0.0,Khoa học Máy tính,51,0.5454545454545454,0.3170731707317073,0.16666666666666666,0.0
341,51,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,51,0.5454545454545454,0.3170731707317073,0.16666666666666666,0.0
342,51,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,51,0.5454545454545454,0.3170731707317073,0.16666666666666666,0.0
343,51,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,51,0.5454545454545454,0.3170731707317073,0.16666666666666666,0.0
344,51,"ThSKH, KSCQ, KSTN, CTTT, Viet-Phap, HEDSPI",0.0,Khoa học Máy tính,51,0.5454545454545454,0.3170731707317073,0.16666666666666666,0.0
345,51,"ThSKH, CNTH, KSCQ, SIE, KSTN, CTTT, Viet-Phap, LATS, KSCLC, ThSKT, HEDSPI",0.0,Khoa học Máy tính,51,0.5454545454545454,0.3170731707317073,0.16666666666666666,0.0
346,52,"CNKT, KSCQ, SIE, KSTN, CTTT, HEDSPI",0.18181818181818182,Khoa học Máy tính,52,0.5454545454545454,0.8536585365853658,0.25,0.0
347,52,"CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, HEDSPI",0.0,Khoa học Máy tính,52,0.5454545454545454,0.8536585365853658,0.25,0.0
348,52,"CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, HEDSPI",0.0,Khoa học Máy tính,52,0.5454545454545454,0.8536585365853658,0.25,0.0
349,52,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.18181818181818182,Khoa học Máy tính,52,0.5454545454545454,0.8536585365853658,0.25,0.0
350,52,,0.0,Khoa học Máy tính,52,0.5454545454545454,0.8536585365853658,0.25,0.0
351,52,"CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, HEDSPI",0.0,Khoa học Máy tính,52,0.5454545454545454,0.8536585365853658,0.25,0.0
352,52,,0.0,Khoa học Máy tính,52,0.5454545454545454,0.8536585365853658,0.25,0.0
353,52,,0.0,Khoa học Máy tính,52,0.5454545454545454,0.8536585365853658,0.25,0.0
354,53,"VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, HEDSPI",0.0,Khoa học Máy tính,53,0.13636363636363635,0.7073170731707317,0.0,0.0
355,53,,0.0,Kỹ thuật Máy tính,53,0.13636363636363635,0.7073170731707317,0.0,0.0
356,53,,0.0,Kỹ thuật Máy tính,53,0.13636363636363635,0.7073170731707317,0.0,0.0
357,53,,0.0,Khoa học Máy tính,53,0.13636363636363635,0.7073170731707317,0.0,0.0
358,53,"SIE, HEDSPI, CN, CNKT, KSCQ",0.0,Khoa học Máy tính,53,0.13636363636363635,0.7073170731707317,0.0,0.0
359,54,"ThSKH, CNTH, IPE, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,54,0.5454545454545454,0.6829268292682927,0.2222222222222222,0.0
360,54,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,54,0.5454545454545454,0.6829268292682927,0.2222222222222222,0.0
361,54,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Truyền thông và Mạng máy tính,54,0.5454545454545454,0.6829268292682927,0.2222222222222222,0.0
362,54,"ThSKH, CNTH, IPE, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Công nghệ Phần mềm,54,0.5454545454545454,0.6829268292682927,0.2222222222222222,0.0
363,54,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,54,0.5454545454545454,0.6829268292682927,0.2222222222222222,0.0
364,54,,0.0,Khoa học Máy tính,54,0.5454545454545454,0.6829268292682927,0.2222222222222222,0.0
365,55,"ThSKH, KSCQ, KSTN, CTTT, LATS, KSCLC, HEDSPI",0.0,Khoa học Máy tính,55,0.45454545454545453,0.4878048780487805,0.2777777777777778,0.125
366,55,"ThSKH, KSCQ, KSTN, CTTT, KSCLC, HEDSPI",0.0,Truyền thông và Mạng máy tính,55,0.45454545454545453,0.4878048780487805,0.2777777777777778,0.125
367,55,"KSCQ, KSTN, CTTT, KSCLC, HEDSPI",0.0,Khoa học Máy tính,55,0.45454545454545453,0.4878048780487805,0.2777777777777778,0.125
368,56,,0.0,Khoa học Máy tính,56,0.5454545454545454,0.4878048780487805,0.1111111111111111,0.0
369,56,,0.0,Khoa học Máy tính,56,0.5454545454545454,0.4878048780487805,0.1111111111111111,0.0
370,56,,0.0,Truyền thông và Mạng máy tính,56,0.5454545454545454,0.4878048780487805,0.1111111111111111,0.0
371,56,,0.0,Khoa học Máy tính,56,0.5454545454545454,0.4878048780487805,0.1111111111111111,0.0
372,56,,0.0,Khoa học Máy tính,56,0.5454545454545454,0.4878048780487805,0.1111111111111111,0.0
373,56,,0.0,Kỹ thuật Máy tính,56,0.5454545454545454,0.4878048780487805,0.1111111111111111,0.0
374,57,"ThSKH, KSCQ, SIE, KSTN, CTTT, CN, ThSKT, HEDSPI",0.0,Khoa học Máy tính,57,0.5454545454545454,0.7804878048780488,0.2222222222222222,0.0
375,58,"CNKT, KSCQ, SIE, KSTN, CTTT, KSCLC, CN, HEDSPI",0.0,Khoa học Máy tính,58,0.5454545454545454,0.6097560975609756,0.19444444444444445,0.0
376,58,"CNKT, KSCQ, SIE, KSTN, CTTT, KSCLC, CN, HEDSPI",0.0,Truyền thông và Mạng máy tính,58,0.5454545454545454,0.6097560975609756,0.19444444444444445,0.0
377,59,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,59,0.5454545454545454,0.6829268292682927,0.16666666666666666,0.0
378,59,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Truyền thông và Mạng máy tính,59,0.5454545454545454,0.6829268292682927,0.16666666666666666,0.0
379,59,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,59,0.5454545454545454,0.6829268292682927,0.16666666666666666,0.0
380,60,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,60,0.5454545454545454,0.7804878048780488,0.19444444444444445,0.0
381,60,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.0,Khoa học Máy tính,60,0.5454545454545454,0.7804878048780488,0.19444444444444445,0.0
382,60,"ThSKH, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, ThSKT, HEDSPI",0.0,Khoa học Máy tính,60,0.5454545454545454,0.7804878048780488,0.19444444444444445,0.0
383,60,"ThSKH, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, ThSKT, HEDSPI",0.0,Khoa học Máy tính,60,0.5454545454545454,0.7804878048780488,0.19444444444444445,0.0
384,60,"ThSKH, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, ThSKT, HEDSPI",0.0,Khoa học Máy tính,60,0.5454545454545454,0.7804878048780488,0.19444444444444445,0.0
385,60,"ThSKH, VB2, CNKT, KSCQ, SIE, KSTN, CTTT, LATS, KSCLC, CN, ThSKT, VLVH, HEDSPI",0.09090909090909091,Khoa học Máy tính,60,0.5454545454545454,0.7804878048780488,0.19444444444444445,0.0
386,61,"ThSKH, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, ThSKT, HEDSPI",0.0,Khoa học Máy tính,61,0.5454545454545454,0.7804878048780488,0.1388888888888889,0.0
387,61,"ThSKH, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, ThSKT, HEDSPI",0.0,Kỹ thuật Máy tính,61,0.5454545454545454,0.7804878048780488,0.1388888888888889,0.0
388,61,"ThSKH, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, ThSKT, HEDSPI",0.0,Khoa học Máy tính,61,0.5454545454545454,0.7804878048780488,0.1388888888888889,0.0
389,61,"ThSKH, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, ThSKT, HEDSPI",0.0,Truyền thông và Mạng máy tính,61,0.5454545454545454,0.7804878048780488,0.1388888888888889,0.0
390,61,"ThSKH, CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, ThSKT, HEDSPI",0.0,Khoa học Máy tính,61,0.5454545454545454,0.7804878048780488,0.1388888888888889,0.0
391,61,"CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, HEDSPI",0.0,Khoa học Máy tính,61,0.5454545454545454,0.7804878048780488,0.1388888888888889,0.0
392,61,"CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, HEDSPI",0.0,Khoa học Máy tính,61,0.5454545454545454,0.7804878048780488,0.1388888888888889,0.0
393,61,"CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, HEDSPI",0.0,Khoa học Máy tính,61,0.5454545454545454,0.7804878048780488,0.1388888888888889,0.0
394,61,"CNKT, KSCQ, SIE, KSTN, CTTT, CNKH, Viet-Phap, KSCLC, CN, HEDSPI",0.0,Khoa học Máy tính,61,0.5454545454545454,0.7804878048780488,0.1388888888888889,0.0
395,62,,0.0,Công nghệ Phần mềm,62,0.5,0.7804878048780488,0.19444444444444445,0.0
396,62,,0.0,Kỹ thuật Máy tính,62,0.5,0.7804878048780488,0.19444444444444445,0.0
397,62,,0.0,Khoa học Máy tính,62,0.5,0.7804878048780488,0.19444444444444445,0.0
398,62,KSCQ,0.0,Kỹ thuật Máy tính,62,0.5,0.7804878048780488,0.19444444444444445,0.0
399,62,,0.0,Kỹ thuật Máy tính,62,0.5,0.7804878048780488,0.19444444444444445,0.0
400,62,,0.0,Công nghệ Phần mềm,62,0.5,0.7804878048780488,0.19444444444444445,0.0
401,62,,0.0,Khoa học Máy tính,62,0.5,0.7804878048780488,0.19444444444444445,0.0
